character,frequencyTot,frequencyRet
i,13066,0.12350416847836361
a,11679,0.11039378414654895
e,11609,0.10973212091422954
o,9101,0.08602567253341399
n,7898,0.07465451726941036
l,7091,0.06702648543395656
t,6875,0.06498478174565665
r,6707,0.06339678998809006
s,5182,0.04898198385541713
d,4589,0.04337675104448267
c,4164,0.03935950999111481
u,3147,0.02974648845870276
m,2766,0.0261451500085071
p,2753,0.026022269693933495
g,1906,0.018016144582868595
v,1600,0.01512373102444373
f,1084,0.010246327769060627
b,1084,0.010246327769060627
h,1073,0.010142352118267577
z,916,0.008658336011494036
q,337,0.003185435847023461
è,203,0.0019188233737262982
à,192,0.0018148477229332476
ò,171,0.0016163487532374237
k,128,0.0012098984819554983
y,123,0.0011626368225041118
ù,86,0.0008129005425638505
w,79,0.0007467342193319092
ì,52,0.0004915212582944212
j,47,0.0004442595988430346
é,27,0.000255212961037488
x,27,0.000255212961037488
á,9,8.507098701249598e-05
ü,6,5.671399134166399e-05
í,4,3.780932756110932e-05
ó,4,3.780932756110932e-05
ö,3,2.8356995670831994e-05
ä,2,1.890466378055466e-05
ô,1,9.45233189027733e-06
ō,1,9.45233189027733e-06
ñ,1,9.45233189027733e-06
î,1,9.45233189027733e-06
